Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Price,Materials,image_file,image_file_processed
IWC,Portugieser,IW3583-13,Portugieser Automatic 40 Stainless Steel / Salmon,"IWC caliber 82200
Hours, Minutes, Small Seconds",2023,No,,Sapphire,Open,Round,40.40 mm,12.40 mm,20.00 mm,30.00 m,,Pink,Sunburst,Arabic Numerals,Feuille,"""7700""",,IW3583-13.jpg,processed_IW3583-13.jpg
IWC,Ingenieur,IW4515-01,Ingenieur Midsize Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,34.00 mm,10.00 mm,,120.00 m,,Silver,,Stick / Dot,Stick,"""3640""",,IW4515-01.jpg,processed_IW4515-01.jpg
IWC,Portugieser,IW5001-09,Portuguese Automatic Stainless Steel / Black,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2004 - 2015,No,,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Black,,Arabic Numerals,Feuille,"""12100""",,IW5001-09.jpg,processed_IW5001-09.jpg
IWC,Ingenieur,IW3227-02,Ingenieur Automatic AMG / Bracelet,"IWC caliber 80110
Hours, Minutes, Seconds | Date",2005 - 2009,No,,Sapphire,Closed,Round,42.50 mm,14.50 mm,,120.00 m,,Black,,Mixed,Stick,"""5900""",,IW3227-02.jpg,processed_IW3227-02.jpg
IWC,Ingenieur,IW3239-02,Ingenieur Automatic Black,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2013,No,,Sapphire,Closed,Round,40.00 mm,10.00 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""6250""",,IW3239-02.jpg,processed_IW3239-02.jpg
IWC,Ingenieur,IW3227-03,Ingenieur Automatic AMG / Soft Strap,"IWC caliber 80110
Hours, Minutes, Seconds | Date",2005 - 2009,No,,Sapphire,Closed,Round,42.50 mm,14.50 mm,,120.00 m,,Black,,Arabic Numerals,Stick,"""5100""",,IW3227-03.jpg,processed_IW3227-03.jpg
IWC,Portugieser,IW3714-38,Portuguese Chrono-Automatic Stainless Steel / Black,"IWC caliber 79350
Hours, Minutes | Chronograph",2006 - 2012,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Black,,Arabic Numerals,Feuille,"""7400""",,IW3714-38.jpg,processed_IW3714-38.jpg
IWC,Portofino,IW3564-03,Portofino Midsize Rose Gold / Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2008,No,,Sapphire,Closed,Round,34.00 mm,8.20 mm,,30.00 m,,Silver,,Stick / Dot,Feuille,"""5100""",,IW3564-03.jpg,processed_IW3564-03.jpg
IWC,Pilot,IW3706-07,Pilot's Watch Chronograph Stainless Steel / Black / English / Bracelet,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""4550""",,IW3706-07.jpg,processed_IW3706-07.jpg
IWC,Ingenieur,IW3505-11,Ingenieur SL Automatic Stainless Steel / Yellow Gold / White / Bracelet,"IWC caliber 375
Hours, Minutes, Seconds | Date",1983 - 1990,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,,120.00 m,,White,,Stick / Dot,Stick,,"Yellow Gold, Stainless Steel",IW3505-11.jpg,processed_IW3505-11.jpg
IWC,Portugieser,IW3716-02,"Portugieser Chronograph ""150 Years"" Stainless Steel / White","IWC caliber 69355
Hours, Minutes, Small Seconds | Chronograph, Column wheel",2018,"Yes, 2000 units",,Sapphire,Open,Round,41.00 mm,13.10 mm,20.00 mm,30.00 m,,White,,Arabic Numerals,Feuille,"""8000""",,IW3716-02.jpg,processed_IW3716-02.jpg
IWC,Pilot,IW3777-17,Pilot's Watch Chronograph Stainless Steel / Le Petit Prince / Bracelet,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016 - 2022,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Blue,,Arabic Numerals,Alpha,"""6650""",,IW3777-17.jpg,processed_IW3777-17.jpg
IWC,Portugieser,IW3714-17,Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2016,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7400""",,IW3714-17.jpg,processed_IW3714-17.jpg
IWC,Ingenieur,IW3505-01,Ingenieur SL Automatic Stainless Steel / White / Bracelet,"IWC caliber 375
Hours, Minutes, Seconds | Date",1983 - 1990,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,,120.00 m,,White,,Stick / Dot,Stick,,,IW3505-01.jpg,processed_IW3505-01.jpg
IWC,Pilot,IW3706-03,Pilot's Watch Chronograph Stainless Steel / Black / English / Strap,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""3410""",,IW3706-03.jpg,processed_IW3706-03.jpg
IWC,Pilot,IW3891-01,Pilot's Watch Chronograph Top Gun,"IWC caliber 69380
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2019,No,,Sapphire,Closed,Round,44.50 mm,15.70 mm,21.00 mm,60.00 m,,Black,Matte,Arabic Numerals,Alpha,"""8450""","Titanium, Ceramic",IW3891-01.jpg,processed_IW3891-01.jpg
IWC,Portugieser,IW3714-02,Portuguese Chrono-Automatic Rose Gold / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2011,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""11700""",,IW3714-02.jpg,processed_IW3714-02.jpg
IWC,Ingenieur,IW3521-01,Ingenieur SL Chronometer Stainless Steel / White / Bracelet,"IWC caliber 8872
Hours, Minutes, Seconds | Date | Chronometer",1993 - 2000,No,,Sapphire,Closed,Round,34.00 mm,8.80 mm,,120.00 m,,White,,Stick / Dot,Stick,,,IW3521-01.jpg,processed_IW3521-01.jpg
IWC,Portofino,IW4581-06,Portofino Automatic 37 Red Gold / Ardoise,"IWC caliber 35111
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,37.00 mm,9.00 mm,,30.00 m,Ardiose,Grey,,Gem-Set Indexes,Feuille,"""13300""",,IW4581-06.jpg,processed_IW4581-06.jpg
IWC,Portofino,IW3564-05,Portofino Midsize Stainless Steel / Blue,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2008,No,,Sapphire,Closed,Round,34.00 mm,8.20 mm,,30.00 m,,Blue,,Stick / Dot,Feuille,"""2340""",,IW3564-05.jpg,processed_IW3564-05.jpg
IWC,Portofino,IW3574-16,Portofino 34 Stainless Steel / Sunny Blue,"IWC caliber 35100
Hours, Minutes, Seconds",2022,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,16.00 mm,30.00 m,,Blue,Sunburst,Stick / Dot,Feuille,,,IW3574-16.jpg,processed_IW3574-16.jpg
IWC,Ingenieur,IW3505-03,Ingenieur SL Automatic Stainless Steel / Silver / Bracelet,"IWC caliber 375
Hours, Minutes, Seconds | Date",1983 - 1990,No,,Sapphire,Closed,Round,34.00 mm,8.60 mm,,120.00 m,,Silver,,Stick / Dot,Stick,,,IW3505-03.jpg,processed_IW3505-03.jpg
IWC,Portugieser,IW3714-01,Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2012,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7400""",,IW3714-01.jpg,processed_IW3714-01.jpg
IWC,Pilot,IW3777-01,Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2012 - 2016,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""5700""",,IW3777-01.jpg,processed_IW3777-01.jpg
IWC,Portofino,IW3563-02,Portofino Automatic Rose Gold / Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2010,No,,Sapphire,Closed,Round,39.00 mm,8.60 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,"""6750""",,IW3563-02.jpg,processed_IW3563-02.jpg
IWC,Ingenieur,IW3725-04,Ingenieur Chronograph AMG Strap,"IWC caliber 79350
Hours, Minutes | Chronograph",2005 - 2008,No,,Sapphire,Closed,Round,42.50 mm,13.50 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""5500""",,IW3725-04.jpg,processed_IW3725-04.jpg
IWC,Portugieser,IW5007-07,Portugieser Automatic 5007 Stainless Steel / Silver / Ginza,"IWC caliber 52010
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2015,"Yes, 55 units",,Sapphire,Open,Round,42.30 mm,14.50 mm,,30.00 m,,Grey,,Arabic Numerals,Feuille,,,IW5007-07.jpg,processed_IW5007-07.jpg
IWC,Pilot,IW3777-31,Pilot's Watch Chronograph Solidarity with Beirut,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2019,"Yes, 1000 units",,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Green,,Arabic Numerals,Alpha,,,IW3777-31.jpg,processed_IW3777-31.jpg
IWC,Portofino,IW3563-03,Portofino Automatic Stainless Steel / Silver,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2010,No,,Sapphire,Closed,Round,39.00 mm,8.60 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,"""2850""",,IW3563-03.jpg,processed_IW3563-03.jpg
IWC,Pilot,IW3251-01,Pilot's Watch UTC Stainless Steel / Black / Strap,"IWC caliber 37526
Hours, Minutes, Seconds, World Time, Additional 24 Hour Hand (adjustable) | Date",1998 - 2005,No,,Sapphire,Closed,Round,39.00 mm,13.50 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Losange,"""3410""",,IW3251-01.jpg,processed_IW3251-01.jpg
IWC,Portofino,IW3590-02,Portofino Complete Calendar 41 Rose Gold / Silver,"IWC caliber 32150
Hours, Minutes, Seconds | Date, Day, Month | Moonphase",2023,No,,Sapphire,Open,Round,41.00 mm,11.70 mm,20.00 mm,50.00 m,,Silver,Matte,Stick / Dot,Feuille,"""21000""",,IW3590-02.jpg,processed_IW3590-02.jpg
IWC,Ingenieur,IW5005-01,Big Ingenieur Black / Alligator,"IWC caliber 51113
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2007 - 2011,No,,Sapphire,Open,Round,45.50 mm,15.00 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""11100""",,IW5005-01.jpg,processed_IW5005-01.jpg
IWC,Ingenieur,IW5005-05,Big Ingenieur Black,"IWC caliber 51113
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2007 - 2011,No,,Sapphire,Open,Round,45.50 mm,15.00 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""12200""",,IW5005-05.jpg,processed_IW5005-05.jpg
IWC,Ingenieur,IW9245-03,Ingenieur SL Perpetual Calendar / English,"IWC caliber 35782
Hours, Minutes, Seconds | Date, Day, Leap Year, Month, Perpetual Calendar, Year Indicator | Moonphase",1987 - 1992,No,,Sapphire,Closed,Cushion,34.50 mm,,,30.00 m,,White,,Stick / Dot,Stick,,,IW9245-03.jpg,processed_IW9245-03.jpg
IWC,Ingenieur,IW3725-03,Ingenieur Chronograph AMG Bracelet,"IWC caliber 79350
Hours, Minutes | Chronograph",2005 - 2008,No,,Sapphire,Closed,Round,42.50 mm,13.50 mm,,120.00 m,,Black,,Stick / Dot,,"""6350""",,IW3725-03.jpg,processed_IW3725-03.jpg
IWC,Portofino,IW3563-05,Portofino Automatic Stainless Steel / Black,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2007 - 2010,No,,Sapphire,Closed,Round,39.00 mm,8.60 mm,20.00 mm,30.00 m,,Black,,Stick / Dot,Feuille,"""2850""",,IW3563-05.jpg,processed_IW3563-05.jpg
IWC,Ingenieur,IW3725-01,Ingenieur Chronograph,"IWC caliber 79350
Hours, Minutes | Chronograph",2005 - 2008,No,,Sapphire,Closed,Round,42.50 mm,13.50 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""6350""",,IW3725-01.jpg,processed_IW3725-01.jpg
IWC,Pilot,IW3777-09,Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016 - 2022,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""5600""",,IW3777-09.jpg,processed_IW3777-09.jpg
IWC,Portofino,IW344602,Portofino Perpetual Calendar Rose Gold / Silver,"IWC caliber 82650
Hours, Minutes, Seconds | Date, Day, Leap Year, Month | Moonphase",2022,No,,Sapphire,Open,Round,40.00 mm,12.70 mm,20.00 mm,30.00 m,,Silver,Matte,Stick / Dot,Feuille,"""36100""",,IW344602.jpg,processed_IW344602.jpg
IWC,Portofino,IW3783-03,Portofino Chronograph Stainless Steel / Black,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2007 - 2010,No,,Sapphire,Closed,Round,41.00 mm,13.50 mm,20.00 mm,30.00 m,,Black,,Stick / Dot,Feuille,"""3750""",,IW3783-03.jpg,processed_IW3783-03.jpg
IWC,Portofino,IW3783-02,Portofino Chronograph Stainless Steel / Silver,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2007 - 2010,No,,Sapphire,Closed,Round,41.00 mm,13.50 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,"""3750""",,IW3783-02.jpg,processed_IW3783-02.jpg
IWC,Ingenieur,IW3224-04,Ingenieur Automatic Carbon Performance Ceramic Green,"IWC caliber 80110
Hours, Minutes, Seconds | Date",2014,"Yes, 1000 units",,Sapphire,Open,Round,46.00 mm,14.50 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""19800""","Titanium, Ceramic, Carbon",IW3224-04.jpg,processed_IW3224-04.jpg
IWC,Portofino,IW3565-01,Portofino Automatic Stainless Steel / Silver,"IWC caliber 35111
Hours, Minutes, Seconds | Date",2011,No,,Sapphire,Closed,Round,40.00 mm,9.50 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,"""4500""",,IW3565-01.jpg,processed_IW3565-01.jpg
IWC,Ingenieur,IW3234-01,Ingenieur Automatic Ceramic Bezel / Soft Strap,"IWC caliber 80111
Hours, Minutes, Seconds | Date",2007 - 2008,No,,Sapphire,Open,Round,44.00 mm,14.00 mm,,120.00 m,,Black,,Stick / Dot,Stick,"""7000""","Ceramic, Stainless Steel",IW3234-01.jpg,processed_IW3234-01.jpg
IWC,Portofino,IW3514-01,Portofino Automatic / Stainless Steel / White / Strap,"IWC caliber 37521 ND
Hours, Minutes, Seconds, World Time",1991 - 1998,No,,Sapphire,Closed,Round,34.00 mm,8.10 mm,18.00 mm,30.00 m,,White,,Stick / Dot,Stick,,,IW3514-01.jpg,processed_IW3514-01.jpg
IWC,Portofino,IW3513-20,Portofino Automatic Stainless Steel / White / Strap,"IWC caliber 37521
Hours, Minutes, Seconds, World Time | Date",1988 - 2002,No,,Sapphire,Closed,Round,34.00 mm,8.10 mm,18.00 mm,30.00 m,,White,,Stick / Dot,Stick,,,IW3513-20.jpg,processed_IW3513-20.jpg
IWC,Portugieser,IW3714-46,Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",2012 - 2019,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7700""",,IW3714-46.jpg,processed_IW3714-46.jpg
IWC,Pilot,IW3717-01,Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2006 - 2012,No,,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""4500""",,IW3717-01.jpg,processed_IW3717-01.jpg
IWC,Portugieser,IW5001-07,Portuguese Automatic Stainless Steel / Silver,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2004 - 2015,No,,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""12100""",,IW5001-07.jpg,processed_IW5001-07.jpg
IWC,Portofino,IW3565-02,Portofino Automatic Stainless Steel / Black,"IWC caliber 35111
Hours, Minutes, Seconds | Date",2011,No,,Sapphire,Closed,Round,40.00 mm,9.50 mm,20.00 mm,30.00 m,,Black,,Stick / Dot,Feuille,"""4500""",,IW3565-02.jpg,processed_IW3565-02.jpg
IWC,Ingenieur,IW3234-02,Ingenieur Automatic Climate Action,"IWC caliber 80111
Hours, Minutes, Seconds | Date",2008 - 2009,"Yes, 1000 units",,Sapphire,Open,Round,44.00 mm,14.00 mm,,120.00 m,,White,,Stick / Dot,,"""7650""","Ceramic, Stainless Steel",IW3234-02.jpg,processed_IW3234-02.jpg
IWC,Portugieser,IW3714-45,Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",2011 - 2019,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7700""",,IW3714-45.jpg,processed_IW3714-45.jpg
IWC,Portugieser,IW5001-12,Portuguese Automatic Laureus,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2009 - 2009,"Yes, 1000 units",,,,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Blue,,Arabic Numerals,,"""11100""",,IW5001-12.jpg,processed_IW5001-12.jpg
IWC,Portofino,IW5101-06,Portofino Hand-Wound Eight Days Stainless Steel / Blue,"IWC caliber 59210
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2011,No,,Sapphire,Open,Round,45.00 mm,12.00 mm,,30.00 m,,Blue,,Stick / Dot,Feuille,"""9950""",,IW5101-06.jpg,processed_IW5101-06.jpg
IWC,Pilot,IW3717-04,Pilot's Watch Chronograph Stainless Steel / Black / Bracelet,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2006 - 2012,No,,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""5700""",,IW3717-04.jpg,processed_IW3717-04.jpg
IWC,Portofino,IW3910-07,Portofino Chronograph Stainless Steel / Silver,"IWC caliber 75320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2012 - 2019,No,,Sapphire,Closed,Round,42.00 mm,13.50 mm,,30.00 m,,Silver,,Stick / Dot,Feuille,"""5650""",,IW3910-07.jpg,processed_IW3910-07.jpg
IWC,Portofino,IW3565-05,Portofino Automatic Stainless Steel / Silver / Milanese,"IWC caliber 35111
Hours, Minutes, Seconds | Date",2011,No,,Sapphire,Closed,Round,40.00 mm,9.50 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,"""5350""",,IW3565-05.jpg,processed_IW3565-05.jpg
IWC,Portofino,IW3565-04,Portofino Automatic Red Gold / Silver,"IWC caliber 35111
Hours, Minutes, Seconds | Date",2011,No,,Sapphire,Closed,Round,40.00 mm,9.50 mm,20.00 mm,30.00 m,,Silver,,Stick / Dot,Feuille,"""11600""",,IW3565-04.jpg,processed_IW3565-04.jpg
IWC,Pilot,IW3717-12,Pilot's Watch Spitfire Chronograph Laureus,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2007 - 2007,"Yes, 2500 units",,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Blue,,Arabic Numerals,Dauphine,"""4100""",,IW3717-12.jpg,processed_IW3717-12.jpg
Chopard,Alpine Eagle,295387-9001,Alpine Eagle XL Chronograph Rose Gold / TItanium / Black,"Chopard caliber Chopard 03.05-C
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer",2021,No,,Sapphire,Open,Round,44.00 mm,13.15 mm,,100.00 m,,Black,Sunburst,Mixed,Stick,"""40700""","Titanium, Rose Gold",295387-9001.jpg,processed_295387-9001.jpg
Chopard,L.U.C,161973-5001,L.U.C Perpetual Chrono Fairmined Rose Gold / Anthracite,"Chopard caliber L.U.C 03.10-L
Day / Night Indication, Hours, Minutes, Small Seconds | Big Date, Day, Leap Year, Month, Perpetual Calendar | Chronograph, Column wheel, Flyback | Moonphase | Chronometer",2016,"Yes, 20 units",,Sapphire,Open,Round,45.00 mm,15.00 mm,,30.00 m,Anthracite,Grey,,Roman Numerals,Proprietary,,,161973-5001.jpg,processed_161973-5001.jpg
Chopard,L.U.C,161902-1001,L.U.C XP White Gold,"Chopard caliber L.U.C 96.17-L
Hours, Minutes | Skeleton",2008,No,,Sapphire,Closed,Round,39.50 mm,6.98 mm,,30.00 m,,Black,,Mixed,Dauphine,,,161902-1001.jpg,processed_161902-1001.jpg
Chopard,Alpine Eagle,295363-5001,Alpine Eagle 41 Rose Gold / Blue,"Chopard caliber Chopard 01.01-C
Hours, Minutes, Seconds | Date | Chronometer",2020,No,,Sapphire,Open,Round,41.00 mm,,,100.00 m,Aletsch,Blue,Sunburst,Mixed,Stick,"""56300""",,295363-5001.jpg,processed_295363-5001.jpg
Chopard,L.U.C,168561-3001,L.U.C Perpetual Twin Stainless Steel / Silver,"Chopard caliber L.U.C 96.51-L
Hours, Minutes, Small Seconds | Big Date, Day, Leap Year, Month, Perpetual Calendar | Chronometer",2016,No,,Sapphire,Open,Round,43.00 mm,11.00 mm,,30.00 m,,Silver,,Roman Numerals,Dauphine,"""23400""",,168561-3001.jpg,processed_168561-3001.jpg
Chopard,L.U.C,161920-1004,L.U.C XPS White Gold,"Chopard caliber L.U.C 96.12-L
Hours, Minutes, Small Seconds | Chronometer",2011,No,,Sapphire,Open,Round,39.50 mm,7.13 mm,,30.00 m,,Silver,,Stick / Dot,Dauphine,,,161920-1004.jpg,processed_161920-1004.jpg
Chopard,Imperiale,384211-5001,Imperiale Chrono 40 mm Rose Gold / MOP / Alligator,"Frédéric Piguet caliber 1185
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel",2014,No,Gem-Set,Sapphire,Open,Round,40.00 mm,,,,,White,,Roman Numerals,Sword,"""20930""",,384211-5001.jpg,processed_384211-5001.jpg
Chopard,L.U.C,168554-3001,L.U.C 8HF,"Chopard caliber L.U.C 01.06-L
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2012,"Yes, 100 units",,Sapphire,Open,Round,42.00 mm,11.20 mm,,100.00 m,,Silver,,Stick / Dot,Dauphine,,,168554-3001.jpg,processed_168554-3001.jpg
Chopard,Classic Racing,168523-3001,Superfast Chrono,"Chopard caliber Chopard 03.05-M
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback | Chronometer",2013,No,Tachymeter,Sapphire,Closed,Round,45.00 mm,15.08 mm,,100.00 m,,Black,,Mixed,Stick,,,168523-3001.jpg,processed_168523-3001.jpg
Chopard,Alpine Eagle,295363-5002,Alpine Eagle 41 Rose Gold / Diamond / Grey,"Chopard caliber Chopard 01.01-C
Hours, Minutes, Seconds | Date | Chronometer",2020,No,Gem-Set,Sapphire,Open,Round,41.00 mm,,,100.00 m,Benrina,Grey,Sunburst,Mixed,Stick,"""62900""",,295363-5002.jpg,processed_295363-5002.jpg
Chopard,L.U.C,161289-1001,Classic Manufacture White Gold,"Chopard caliber Chopard 01.04-C
Hours, Minutes, Small Seconds",2017,No,,Sapphire,Open,Round,38.00 mm,9.66 mm,,30.00 m,,White,Gloss,Roman Numerals,Lancette,"""12910""",,161289-1001.jpg,processed_161289-1001.jpg
Chopard,L.U.C,161918-5002,L.U.C Lunar Big Date Rose Gold,"Chopard caliber L.U.C 96.20-L
Hours, Minutes, Small Seconds | Big Date | Moonphase | Chronometer",2009,"Yes, 500 units",,Sapphire,Open,Round,42.00 mm,,,30.00 m,,Silver,,Arabic Numerals,Dauphine,,,161918-5002.jpg,processed_161918-5002.jpg
